Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Seloka jauhari sungguh lembut,
dilantun-lantun sambil ditular;
Setiap hari disebut-sebut,
RAI Pantun menjadi popular.",CG Karmin Abbas,RAI Pantun,Pujian,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jauhari, sungguh, seloka, lembut,, dilantun-lantun",25.0,ya,2023-09-04,2023-09-04
"Menang seri ataupun kalah,
itu keputusan tiap peraduan;
Pengunaan AI semakinlah menyerlah,
langgan dengan ikut panduan.",Abdul Malek,Tema AI,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kalah,, itu, ataupun, menang, seri",23.0,ya,2023-09-03,2023-09-04
"Mekar di taman Si Bunga Raya,
cantik dipandang setiap orang;
Apa diharap kepada saya,
harta tiada budi pun kurang.",Abdul Malek,Santai,Santai,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"taman, di, si, bunga, mekar",23.0,ya,2023-09-04,2023-09-04
"Sudah bersarang sepasang tempua,
sarangnya tinggi tidaklah rendah;
Dulu seorang sekarang berdua,
ikatan janji tertunailah sudah.",A B Shaik,pengantin,hiburan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sepasang, sarangnya, tempua,, sudah, bersarang",24.0,ya,2023-08-31,2023-09-04
"Kalau tuan hamba pergi ke Kenya
Singgahlah sebentar di kedai roti
Ibadah hamba hanya kepada-Nya
Hidup sebentar selalu berkati",Muchzani bin Baharuddin,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kalau, ke, tuan, hamba, pergi",25.0,tidak,2023-08-29,2023-08-29
"Anaklah beruk di pekan Chukai
Pandai berhidup di tepi kendi
Biarlah buruk kain dipakai
Asalkan hidup pandai berbudi",Mohamad Hamyzan Bin Adam ,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"chukai, di, pekan, anaklah, beruk",25.0,tidak,2023-08-29,2023-08-29
"Pergi ke sungai menangkap ikan
Petik rambutan mengguna galah
Hidup mencabar kita harungkan
Janganlah tuan mudah mengalah",Adain Bin Dzulkifli,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ikan, ke, sungai, menangkap, pergi",23.0,tidak,2023-08-29,2023-08-29
"Berjalan ke kota pergi memburu
Membekallah pukat membawa jerat
Hendaklah kita menghormati guru
Ilmukan berkat dunia akhirat",Afiemi izwan Bin mohammad,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berjalan, ke, memburu, kota, pergi",25.0,tidak,2023-08-29,2023-08-29
"Negara kaya, negara miskin
Bulat jaya janji bersejarah
Segera jaya semangat yakin
Belum jaya, janganlah menyerah",Sittinor azrah binti josli,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bulat, negara, miskin, kaya,",25.0,tidak,2023-08-29,2023-08-29
"Wangi bunga di lereng Daik
Hinggap cantik rerama rasa
Saling hormat sikap terbaik
Tidak kira agama, bangsa",Nurul afiqah binti talip,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, wangi, lereng, daik, bunga",23.0,tidak,2023-08-29,2023-08-29
"Bunga melati bunga dikarang
Kumbang mencari ke mana saya
Hancurlah hati hamba sekarang
Dibenci diri apakan daya",Norhidayah binti ramlan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melati, bunga, dikarang, kumbang",25.0,tidak,2023-08-29,2023-08-29
"Sungguh tinggi si layang-layang,
jatuh hala ke atas kain;
Jika di hati terasa sayang,
kenapa pula cari yang lain?",Roslina,Sayang,Pertanyaan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tinggi, sungguh, si, layang-layang,, jatuh",25.0,ya,2023-08-29,2023-08-29
"Indah atma warna pelangi
Berlama-lama bernostalgia
Ke lurah sama diharungi
Usaha sama bawa bahgia",Cahaya nurbayu binti mazri,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"indah, berlama-lama, warna, atma, pelangi",25.0,tidak,2023-08-29,2023-08-29
"Sungainya bersih ramai yang cinta
Langitnya mara bumi berputar
Indah dan bersih amalan kita
Terpelihara alam sekitar",Abdul rahim bin merah,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sungainya, yang, cinta, bersih, ramai",25.0,ya,2023-08-29,2023-08-29
"Pergi ke kota jalan sendiri
Di musim luruh membeli benih
Haruslah kita baiki diri
Buang yang keruh, ambil yang jernih",Mohammad Fazli bin Abd Kifle,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jalan, ke, sendiri, kota, pergi",25.0,ya,2023-08-29,2023-08-29
"Kalau berkedup seruling ratu
Siapa ikut takkan terlerai
Kalaulah hidup saling membantu
Kusut tak ikut, nanti terlerai",Mohammad Azrie Bin Binor,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ratu, kalau, siapa, berkedup, seruling",25.0,tidak,2023-08-29,2023-08-29
"Suhu rendah di Bukit Petiti
Buahlah epal merah teraan
Pelbagai kaum kita hormati
Demi jaga kesejahteraan",Aiman Syahmie Bin Amatsalleh,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"suhu, di, petiti, bukit, rendah",23.0,tidak,2023-08-29,2023-08-29
"Pergi ke sekolah berbaju biru
Pulang sekolah lewat pukul satu
Murid selalulah hormati guru
Guru ajarkanlah ilmu bermutu",Amni Bin Mohd Yuzwan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ke, sekolah, biru, berbaju, pergi",25.0,tidak,2023-08-29,2023-08-29
"Berlari ke litar si kucing parsi
Berlari-lari ke pohon lestari
Alam sekitar jagai, hiasi
Supayalah hari indah berseri",Akmal aqra bin ramlan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berlari, litar, ke, si, kucing",25.0,tidak,2023-08-29,2023-08-29
"Hendak berumah di seberang sana,
Membawa barang dari kota,
Nasihat orang tua sangatlah berguna,
Kerana mereka lebih makan garam dari kita.",Roslina,nasihat,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hendak, sana,, di, seberang, berumah",15.0,tidak,2023-08-29,2023-08-29
"Kan ku semat segala kata,
Ku simpan dalam jiwa dan raga,
Ikatan dibina menghalalkan kita,
Semoga  berbahagia hingga ke pintu syurga",Roslina,doa,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"semat, ku, kan, segala, kata,",17.0,tidak,2023-08-29,2023-08-29
"Sinaran cahaya di atas awan
Harapan didoa, capai menara
Usaha, percaya, pantang dilawan
Sukses didoa, gapai sejahtera",Muhammad luqman,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sinaran, di, cahaya, awan, atas",25.0,tidak,2023-08-29,2023-08-29
"Awanlah redup kampung Indani
Rumahnya teguh di tanah tinggi
Langkahlah hidup kita jalani
Yakin yang teguh dijunjung tinggi",Muhammad ezzarul bin roslan ,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"indani, redup, awanlah, rumahnya, kampung",25.0,tidak,2023-08-29,2023-08-29
"Daun beluntas dan biji-bijian
Dimakanlah Midah bersama santan
Engkaulah pantas mendapat pujian
Kerana sudah menjadi panutan",Mohamad Nazwin Bin kiwai,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, dimakanlah, beluntas, biji-bijian, dan",25.0,tidak,2023-08-29,2023-08-29
"Harumlah sungguh bunga melati
Hiasan sanggul amat memikat
Bertolak ansur dan menghormati
Kukuh perpaduan, tanda muafakat",Muhammad Zul Hilmi Bin Matalih,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melati, hiasan, sungguh, bunga, harumlah",23.0,tidak,2023-08-29,2023-08-29
"Sarapan bersama teh dan roti
Alor Setar, Kedah bersama Ranggi
Berbuat baik dan menghormati
Pastinya mudah, tiadalah rugi",Hairul nizwan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"roti, bersama, sarapan, dan, teh",22.0,tidak,2023-08-29,2023-08-29
"Sudah bersarang burung tempua,
sarangnya tinggi tidaklah rendah;
Dahulu seorang sekarang berdua,
ikatan janji tertunai sudah.",abshaik,pengantin,hiburan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sarangnya, tempua,, burung, sudah, bersarang",22.0,ya,2023-08-28,2023-08-28
"Anaklah beruk duduk sendiri,
teman si pandai di tepi titi;
Biarlah buruk rupa sendiri,
asalkan pandai mengambil hati.",Mohd samzy putera,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"teman, anaklah, sendiri,, beruk, duduk",25.0,ya,2023-08-24,2023-08-26
"Buah dan dedak dari Kendari
Di sisi dadu, di dalam peti
Manakan hendak dibawa diri
Hatiku rindu setengah mati",ASYRUL AFID,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kendari, buah, dan, dari, dedak",25.0,tidak,2023-08-24,2023-08-24
"Bapa si Ita pergi ke Labu
Awannya redup di laman makmur
Janganlah kita memakan syabu
Supaya hidup aman dan makmur",IQHMAL HAKIM BIN LUKMAN,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ita, ke, bapa, si, pergi",25.0,tidak,2023-08-24,2023-08-24
"Makan Ayah bersama pak Abu
Di bawah redup Pulau Sentosa
Hormati ayah, sayangi ibu
Agarlah hidup aman sentosa",Maidin Bin Nasrol,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"makan, bersama, abu, pak, ayah",25.0,tidak,2023-08-24,2023-08-24
"Anak pak Heru pergi ke kota
Membawa besi, berlari laju
Benda yang baru perlu dicipta
Agar inovasi tambah maju",Jumat Bin Abdul Kayat,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ke, heru, pak, anak, pergi",25.0,tidak,2023-08-24,2023-08-24
"Baik kita dipandanglah mulia
Jahat budi dipandanglah binasa
Marilah kita berakhlak mulia
Orang berbudi kita berbahasa",Mohmmad Aiedyl Aieyman,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"baik, dipandanglah, mulia, kita, jahat",25.0,tidak,2023-08-24,2023-08-24
"Hebat bertempur di medan tamu
tangkas laksamana menangkis panglima
pelajar digempur budayakan ilmu
pemangkin wacana segandingkah sama",NUR SYAMIMI BINTI SANNY,pendidikan abad ke-21,pantun moden,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, bertempur, tamu, hebat, medan",24.0,tidak,2023-08-24,2023-08-24
"bumi redup dibawah awan,
terlindung teruna dari mentari,
pentingnya hidup adanya kawan,
kawan bagaimana harus dicari",NUR SYAHIRAH BINTI MOHD SYUKRI,nasihat,pantun nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"awan,, bumi, dibawah, redup, terlindung",23.0,tidak,2023-08-24,2023-08-24
"kebaya merah dipakai nyonya
berjalan terus sopannya cara
warisan sejarah tinggi nilainya
dipertahan arus bagaimana cara",Sophia Al Khushairi binti Abdul Qayyum,warisan sejarah,pantun tradisi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berjalan, merah, nyonya, dipakai, kebaya",24.0,tidak,2023-08-24,2023-08-24
"Kendara Hidayat pergi Sandakan
Di Suarasa jumpalah sahabat
Pemimpinlah rakyat dipertahankan
Bawa sentosa, terelak musibat",Muhammad afiq bin sakka,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hidayat, di, kendara, sandakan, pergi",25.0,tidak,2023-08-24,2023-08-24
"Bungalah raya bunga kebangsaan
Warnanya merah sangatlah menawan
Ogos bulan raya kemerdekaan
Merdeka jazirah, dirai kawan",Muhd emilshahril ikhwan bim kamrin,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"warnanya, raya, kebangsaan, bungalah, bunga",25.0,tidak,2023-08-24,2023-08-24
"Pisang si Mamat dihinggap rerama
Dimakanlah satu si kera kaya
Salinglah hormat antara agama
Rakyat bersatu, negara berjaya",Mohd Ikhmal Bin Ali Adam,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mamat, pisang, rerama, si, dihinggap",25.0,tidak,2023-08-24,2023-08-24
"Burung merpati hinggap di sarang
Berinci-inci terbang beraya
Hancurlah hati hamba sekarang
Orang membenci apakan daya",Abdullah muhamad bin habidin,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sarang, di, burung, hinggap, merpati",25.0,tidak,2023-08-24,2023-08-24
"Dulukan salam guru dan tamu
Agar berjaya kemudian hari
Siang dan malam tanpalah jemu
Akhlak berjaya hiasan diri",Mohammad Shukrey Bin Abdullah,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"guru, salam, tamu, dan, dulukan",25.0,tidak,2023-08-24,2023-08-24
"Perahu raja di pantai Losong
Tiaplah senja bertepung puri
Malu bekerja, perutlah kosong
Mata senja menjadi pencuri",Muhammad irfan irhan bin alwi,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"losong, perahu, di, pantai, raja",25.0,tidak,2023-08-24,2023-08-24
"Main sengat pantang dipegang
Main senduk pantang berlaga
Main semangat juang gelanggang
Main menanduk, raih tenaga",MUHAMAD ZAIFULNIZAM BIN ZAIDEE,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"main, pantang, sengat, dipegang",25.0,tidak,2023-08-24,2023-08-24
"Bungalah ini menumbuh di laman
Di teratak kadi mekar tumbuhnya
Dunia ini hanyalah pinjaman
Akhirat menjadi destinasinya",Sharidzuan Fitree Bin Sain,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, ini, bungalah, laman, menumbuh",25.0,tidak,2023-08-24,2023-08-24
"Keranalah cinta kuhantar tanda
Kusemat di hati si mawar putih
Keranalah harta jiwa ternoda
Angkara hati buana merintih",Muahammad syukri bin aljen,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kusemat, cinta, kuhantar, keranalah, tanda",25.0,tidak,2023-08-24,2023-08-24
"Pergi ke litar berjaga-jaga
Dipetik hidup bunga berseri
Alam sekitar perlu dijaga
Agarlah hidup indah berseri",Muhamad airul aimin bin azrun,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"litar, ke, dipetik, berjaga-jaga, pergi",25.0,tidak,2023-08-24,2023-08-24
"Air di sampan masuklah telaga
Murahnya buah tidaklah terkata
Adab dan sopan haruslah dijaga
Aman maruah keluarga kita",Mohamad yus akmal firza bin muslimat ,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"telaga, sampan, di, air, masuklah",25.0,tidak,2023-08-24,2023-08-24
"Petik melati tepi jeriji
Buat Amira masa puasa
Saling hormati sikap terpuji
Tidak kira agama dan bangsa",Farrel athariz lee abdullah,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melati, jeriji, tepi, petik, buat",25.0,tidak,2023-08-24,2023-08-24
"Ke pantai kita di pukul lapan
Sesudah redup singgah labuhan
Hidupnya kita haruslah sopan
Supaya hidup dirahmat Tuhan",MOHAMMAD SABRI BIN MOHD SAID,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, ke, kita, pukul, pantai",25.0,tidak,2023-08-24,2023-08-24
"Letak kitab di atas karang
Dibaca Kiram sambil cuba
Dalam kitab, ada terlarang
Amal haram jangan dicuba",Mohd Nazri Bin Matawa,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"letak, kitab, di, karang, atas",25.0,tidak,2023-08-24,2023-08-24
"Kalaulah hendak menjerat rusa
Siapkan kati tersimpul kuat
Kalaulah hendak berbuat jasa
Tetapkan hati, betulkan niat",Muhammad harulnihzal bin ridzuan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hendak, menjerat, rusa, siapkan, kalaulah",25.0,tidak,2023-08-24,2023-08-24
"Pisau belati di bawah dahan
Keli dibelah di rimbun pohon
Hidup dan mati di tangan Tuhan
Kepada Allah kita memohon",Mohammad Rahmat Bin Ridduan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, pisau, dahan, belati, bawah",25.0,tidak,2023-08-24,2023-08-24
"Pucuk kemiri di tanah adat
Banyaklah sudah jatuh ke tanah
Buruk negeri lupakan adat
Akhlaklah rendah runtuhlah ranah",Aizm bin benjamin,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, kemiri, tanah, pucuk, adat",25.0,tidak,2023-08-24,2023-08-24
